Thái Nguyên,Thai Nguyen,21.6000,105.8500,Vietnam,VN,VNM,Thái Nguyên,admin,330000,1704613715
An Nhơn,An Nhon,13.9170,109.0830,Vietnam,VN,VNM,Bình Định,minor,317620,1704548208
Cà Mau,Ca Mau,9.1833,105.1500,Vietnam,VN,VNM,Cà Mau,admin,315270,1704320474
Quy Nhơn,Quy Nhon,13.7667,109.2333,Vietnam,VN,VNM,Bình Định,admin,311000,1704056461
Nghi Sơn,Nghi Son,19.4170,105.7500,Vietnam,VN,VNM,Thanh Hóa,,307304,1704908796
Sóc Trăng,Soc Trang,9.6028,105.9736,Vietnam,VN,VNM,Sóc Trăng,admin,300000,1704758756
Phan Thiết,Phan Thiet,10.9333,108.1000,Vietnam,VN,VNM,Bình Thuận,admin,299680,1704221456
Long Xuyên,Long Xuyen,10.3736,105.4458,Vietnam,VN,VNM,An Giang,admin,278658,1704453892
Việt Trì,Viet Tri,21.3000,105.4333,Vietnam,VN,VNM,Phú Thọ,admin,277539,1704332956
Mỹ Tho,My Tho,10.3500,106.3500,Vietnam,VN,VNM,Tiền Giang,admin,270700,1704000376
Thái Bình,Thai Binh,20.4461,106.3422,Vietnam,VN,VNM,Thái Bình,admin,268167,1704716027
Quảng Ngãi,Quang Ngai,15.1167,108.8000,Vietnam,VN,VNM,Quảng Ngãi,admin,260252,1704029499
Ấp Đa Lợi,Ap Da Loi,11.9333,108.4667,Vietnam,VN,VNM,Lâm Đồng,,256019,1704613422
Rạch Giá,Rach Gia,10.0167,105.0833,Vietnam,VN,VNM,Kiến Giang,admin,250660,1704872008
Long Khánh,Long Khanh,10.9170,107.1670,Vietnam,VN,VNM,Đồng Nai,minor,245040,1704475292
Tuy Hòa,Tuy Hoa,13.0819,109.2950,Vietnam,VN,VNM,Phú Yên,admin,242840,1704697424
Bạc Liêu,Bac Lieu,9.2833,105.7167,Vietnam,VN,VNM,Bạc Liêu,admin,240045,1704298745
Sơn Tây,Son Tay,21.1333,105.5000,Vietnam,VN,VNM,Hà Nội,minor,230577,1704714941
Phú Yên,Phu Yen,21.4156,105.8739,Vietnam,VN,VNM,Thái Nguyên,,231363,1704357396
Ninh Hòa,Ninh Hoa,12.4917,109.1258,Vietnam,VN,VNM,Khánh Hòa,minor,227630,1704108515
Chí Linh,Chi Linh,21.1330,106.3830,Vietnam,VN,VNM,Hải Dương,,220421,1704328235
Pleiku,Pleiku,13.9833,108.0000,Vietnam,VN,VNM,Gia Lai,admin,218765,1704220080
Tân An,Tan An,10.5333,106.4167,Vietnam,VN,VNM,Long An,admin,215250,1704199290
Sa Đéc,Sa Dec,10.3000,105.7667,Vietnam,VN,VNM,Đồng Tháp,minor,213610,1704983576
Cao Lãnh,Cao Lanh,10.4672,105.6303,Vietnam,VN,VNM,Đồng Tháp,admin,211912,1704276832
Bà Rịa,Ba Ria,10.4992,107.1675,Vietnam,VN,VNM,Bà Rịa-Vũng Tàu,,205192,1704455087
Phủ Từ Sơn,Phu Tu Son,21.1189,105.9611,Vietnam,VN,VNM,Bắc Ninh,,202874,1704080874
Kinh Môn,Kinh Mon,21.0330,106.5000,Vietnam,VN,VNM,Hải Dương,minor,203638,1704502553
Bắc Giang,Bac Giang,21.2667,106.2000,Vietnam,VN,VNM,Bắc Giang,admin,201595,1704256754
Vĩnh Long,Vinh Long,10.2500,105.9667,Vietnam,VN,VNM,Vĩnh Long,admin,200120,1704262419
Lạng Sơn,Lang Son,21.8478,106.7578,Vietnam,VN,VNM,Lạng Sơn,admin,200108,1704004349
Hà Tĩnh,Ha Tinh,18.3333,105.9000,Vietnam,VN,VNM,Hà Tĩnh,admin,202062,1704544061
Tân Châu,Tan Chau,10.7739,105.2369,Vietnam,VN,VNM,An Giang,minor,184129,1704250945
Vĩnh Châu,Vinh Chau,9.3330,106.0000,Vietnam,VN,VNM,Sóc Trăng,minor,183918,1704458161
Trảng Bàng,Trang Bang,11.0330,106.3670,Vietnam,VN,VNM,Tây Ninh,minor,183385,1704911723
Phan Rang-Tháp Chàm,Phan Rang-Thap Cham,11.5667,108.9833,Vietnam,VN,VNM,Ninh Thuận,admin,179773,1704094609
Sầm Sơn,Sam Son,19.7333,105.9000,Vietnam,VN,VNM,Thanh Hóa,,172350,1704851701
Thành Phố Uông Bí,Thanh Pho Uong Bi,21.0356,106.7644,Vietnam,VN,VNM,Quảng Ninh,,174678,1704196737
Hạ Long,Ha Long,20.9500,107.0667,Vietnam,VN,VNM,Quảng Ninh,admin,172915,1704379547
Mang La,Mang La,14.3833,107.9833,Vietnam,VN,VNM,Kon Tum,,172712,1704178922
Bảo Lộc,Bao Loc,11.5481,107.8075,Vietnam,VN,VNM,Lâm Đồng,minor,170920,1704551621
Tam Kỳ,Tam Ky,15.5667,108.4833,Vietnam,VN,VNM,Quảng Nam,admin,165240,1704410655
Ninh Bình,Ninh Binh,20.2539,105.9750,Vietnam,VN,VNM,Ninh Bình,admin,160166,1704442748
Trà Vinh,Tra Vinh,9.9333,106.3500,Vietnam,VN,VNM,Trà Vinh,admin,160310,1704929966
Đồng Hới,Dong Hoi,17.4831,106.5997,Vietnam,VN,VNM,Quảng Bình,admin,160325,1704323043
Tân Phú,Tan Phu,11.2720,107.4367,Vietnam,VN,VNM,Đồng Nai,minor,161000,1704582407
Châu Đốc,Chau Doc,10.7000,105.1167,Vietnam,VN,VNM,An Giang,,157298,1704020910
Cẩm Phả,Cam Pha,21.0167,107.3167,Vietnam,VN,VNM,Quảng Ninh,minor,156000,1704985016
Vĩnh Yên,Vinh Yen,21.3100,105.5967,Vietnam,VN,VNM,Vĩnh Phúc,admin,152801,1704905946
Hòa Thành,Hoa Thanh,11.2831,106.1297,Vietnam,VN,VNM,Tây Ninh,minor,152339,1704970547
Đức Phổ,Duc Pho,14.8100,108.9600,Vietnam,VN,VNM,Quảng Ngãi,minor,150927,1704354008
Đồng Xoài,Dong Xoai,11.5169,106.8392,Vietnam,VN,VNM,Bình Phước,admin,150052,1704845487
Hưng Yên,Hung Yen,20.6500,106.0667,Vietnam,VN,VNM,Hưng Yên,admin,147275,1704000203
Cam Ranh,Cam Ranh,11.9020,109.2207,Vietnam,VN,VNM,Khánh Hòa,,146771,1704104189
Giá Rai,Gia Rai,9.2500,105.4170,Vietnam,VN,VNM,Bạc Liêu,,139748,1704175422
Quảng Yên,Quang Yen,20.9170,106.8330,Vietnam,VN,VNM,Quảng Ninh,minor,139596,1704642598
Phủ Lý,Phu Ly,20.5411,105.9139,Vietnam,VN,VNM,Hà Nam,admin,136654,1704841896
Long Bình,Long Binh,10.9458,106.8775,Vietnam,VN,VNM,Đồng Nai,,133206,1704097559
Tây Ninh,Tay Ninh,11.3678,106.1189,Vietnam,VN,VNM,Tây Ninh,admin,135254,1704250951
Ba Đồn,Ba Don,17.7547,106.4231,Vietnam,VN,VNM,Quảng Bình,minor,134000,1704105160
Lào Cai,Lao Cai,22.4806,103.9750,Vietnam,VN,VNM,Lào Cai,admin,130671,1704290986
Buôn Hồ,Buon Ho,12.8544,108.2703,Vietnam,VN,VNM,Đắk Lắk,,127920,1704467576
Bến Tre,Ben Tre,10.2333,106.3833,Vietnam,VN,VNM,Bến Tre,admin,124449,1704108909
Cam Ranh,Cam Ranh,11.9136,109.1369,Vietnam,VN,VNM,Khánh Hòa,minor,125311,1704516746
Móng Cái,Mong Cai,21.5333,107.9667,Vietnam,VN,VNM,Quảng Ninh,minor,125000,1704988589
Cai Lậy,Cai Lay,10.4170,106.0830,Vietnam,VN,VNM,Tiền Giang,,123775,1704031131
Hội An,Hoi An,15.8833,108.3333,Vietnam,VN,VNM,Quảng Nam,,121716,1704897050
Hòa Bình,Hoa Binh,20.8133,105.3383,Vietnam,VN,VNM,Hòa Bình,admin,121309,1704237072
Chơn Thành,Chon Thanh,11.4292,106.6572,Vietnam,VN,VNM,Bình Phước,minor,121083,1704230089
Kỳ Anh,Ky Anh,18.0678,106.2967,Vietnam,VN,VNM,Hà Tĩnh,minor,120518,1704418258
Đông Hòa,Dong Hoa,12.9931,109.3314,Vietnam,VN,VNM,Phú Yên,,119991,1704439726
La Gi,La Gi,10.6600,107.7719,Vietnam,VN,VNM,Bình Thuận,,112558,1704637606
Gò Công,Go Cong,10.3667,106.6667,Vietnam,VN,VNM,Tiền Giang,,107600,1704078032
Sơn La,Son La,21.3270,103.9141,Vietnam,VN,VNM,Sơn La,admin,106052,1704957010
Bình Long,Binh Long,11.6527,106.6093,Vietnam,VN,VNM,Bình Phước,,105520,1704953411
Tam Điệp,Tam Diep,20.1556,105.9181,Vietnam,VN,VNM,Ninh Bình,minor,104175,1704023759
Ngã Bảy,Nga Bay,9.8164,105.8197,Vietnam,VN,VNM,Hậu Giang,minor,101192,1704893699
Hồng Ngự,Hong Ngu,10.8330,105.2830,Vietnam,VN,VNM,Đồng Tháp,,101155,1704773710
Bỉm Sơn,Bim Son,20.0781,105.8603,Vietnam,VN,VNM,Thanh Hóa,,100820,1704331479
Yên Bái,Yen Bai,21.7000,104.8667,Vietnam,VN,VNM,Yên Bái,admin,100631,1704249231
Vị Thanh,Vi Thanh,9.7833,105.4708,Vietnam,VN,VNM,Hậu Giang,admin,97200,1704210026
Đông Hà,Dong Ha,16.8303,107.0972,Vietnam,VN,VNM,Quảng Trị,admin,93800,1704264596
Bình Hòa,Binh Hoa,10.9061,106.7308,Vietnam,VN,VNM,Bình Dương,,88500,1704063856
Cửa Lô,Cua Lo,18.8167,105.7167,Vietnam,VN,VNM,Nghệ An,,75260,1704860158
Cao Bằng,Cao Bang,22.6667,106.2583,Vietnam,VN,VNM,Cao Bằng,admin,73549,1704552735
Điện Biên Phủ,Dien Bien Phu,21.3833,103.0167,Vietnam,VN,VNM,Điện Biên,admin,70000,1704081536
Gia Nghĩa,Gia Nghia,11.9833,107.7000,Vietnam,VN,VNM,Đắk Nông,admin,61413,1704361005
Hà Giang,Ha Giang,22.8333,104.9833,Vietnam,VN,VNM,Hà Giang,admin,55559,1704495953
Tam Hiệp,Tam Hiep,10.9497,106.8575,Vietnam,VN,VNM,Đồng Nai,,35747,1704536698
Bắc Kạn,Bac Kan,22.1333,105.8333,Vietnam,VN,VNM,Bắc Kạn,admin,45036,1704000217
Lai Châu,Lai Chau,22.3992,103.4392,Vietnam,VN,VNM,Lai Châu,admin,42973,1704983526
Tuyên Quang,Tuyen Quang,21.8167,105.2167,Vietnam,VN,VNM,Tuyên Quang,admin,36430,1704662313
Bửu Long,Buu Long,10.9600,106.7967,Vietnam,VN,VNM,Đồng Nai,,31861,1704059272
Mỹ Hòa,My Hoa,10.3655,105.4011,Vietnam,VN,VNM,An Giang,,33413,1704017086
Hiệp Hòa,Hiep Hoa,10.9289,106.8378,Vietnam,VN,VNM,Đồng Nai,,15468,1704506831
Tân Vạn,Tan Van,10.9119,106.8261,Vietnam,VN,VNM,Bình Dương,,14086,1704433068
Đà Nẵng,Da Nang,16.0748,108.2240,Vietnam,VN,VNM,Đà Nẵng,admin,,1704949870
Đà Lạt,Da Lat,11.9359,108.4429,Vietnam,VN,VNM,Lâm Đồng,admin,,1704933464
Kon Tum,Kon Tum,14.3544,108.0075,Vietnam,VN,VNM,Kon Tum,admin,,1704988146
Hương Thủy,Huong Thuy,16.4000,107.6889,Vietnam,VN,VNM,Thừa Thiên-Huế,,95299,1704272342
Phú Thọ,Phu Tho,21.4003,105.2225,Vietnam,VN,VNM,Phú Thọ,minor,91650,1704657729
Phúc Yên,Phuc Yen,21.2333,105.7000,Vietnam,VN,VNM,Vĩnh Phúc,minor,83352,1704818055
Dĩ An,Di An,10.9039,106.7678,Vietnam,VN,VNM,Bình Dương,minor,73859,1704040724
Hương Trà,Huong Tra,16.4675,107.5181,Vietnam,VN,VNM,Thừa Thiên-Huế,minor,72677,1704200603
Long Mỹ,Long My,9.6814,105.5708,Vietnam,VN,VNM,Hậu Giang,minor,71963,1704531917
Phú Quốc,Phu Quoc,10.2289,103.9669,Vietnam,VN,VNM,Kiến Giang,minor,70000,1704992616
Nghĩa Lộ,Nghia Lo,21.5758,104.5192,Vietnam,VN,VNM,Yên Bái,,68206,1704571558
A Yun Pa,A Yun Pa,13.3939,108.4408,Vietnam,VN,VNM,Gia Lai,minor,53720,1704945771
Sông Đốc,Song Doc,9.0333,104.8167,Vietnam,VN,VNM,Cà Mau,,49000,1704045343
Duyên Hải,Duyen Hai,9.6331,106.4975,Vietnam,VN,VNM,Trà Vinh,minor,48210,1704264895
Hà Tiên,Ha Tien,10.3833,104.4833,Vietnam,VN,VNM,Kiến Giang,minor,47039,1704031961
Phan Rí Cửa,Phan Ri Cua,11.1739,108.5661,Vietnam,VN,VNM,Bình Thuận,,45805,1704182533
Hố Nai,Ho Nai,10.9725,106.8789,Vietnam,VN,VNM,Đồng Nai,,41922,1704997098
Phú Mỹ,Phu My,10.5906,107.0481,Vietnam,VN,VNM,Bà Rịa-Vũng Tàu,,29738,1704062444
Thuận Tiến,Thuan Tien,10.0894,105.8281,Vietnam,VN,VNM,Vĩnh Long,,29806,1704059515
Long Thành,Long Thanh,10.8667,106.9167,Vietnam,VN,VNM,Đồng Nai,minor,27084,1704003595
Di Linh,Di Linh,11.5778,108.0751,Vietnam,VN,VNM,Lâm Đồng,minor,27645,1704189593
Ấp Khánh Hòa,Ap Khanh Hoa,10.6333,105.2167,Vietnam,VN,VNM,An Giang,,24486,1704618066
Buôn Trấp,Buon Trap,12.4833,108.0167,Vietnam,VN,VNM,Đắk Lắk,minor,23863,1704599387
Kiên Lương,Kien Luong,10.2856,104.6444,Vietnam,VN,VNM,Kiến Giang,minor,24287,1704518749
Bình Hòa,Binh Hoa,10.9353,106.8614,Vietnam,VN,VNM,Bình Dương,,23398,1704275105
Quảng Trị,Quang Tri,16.7469,107.1940,Vietnam,VN,VNM,Quảng Trị,,23356,1704089491
Ấp Phú Mỹ,Ap Phu My,9.7500,106.0000,Vietnam,VN,VNM,Sóc Trăng,,21931,1704694419
Thuân An,Thuan An,16.5489,107.6436,Vietnam,VN,VNM,Thừa Thiên-Huế,,20972,1704000352
Tân Phong,Tan Phong,19.7322,105.7817,Vietnam,VN,VNM,Thanh Hóa,,20603,1704432456
Chợ Phước Hải,Cho Phuoc Hai,10.4283,107.2953,Vietnam,VN,VNM,Bà Rịa-Vũng Tàu,,20923,1704395205
Mường Lay,Muong Lay,22.0678,103.1506,Vietnam,VN,VNM,Điện Biên,,20450,1704853058
Ấp Khánh Hưng,Ap Khanh Hung,10.2000,105.8500,Vietnam,VN,VNM,Cần Thơ,,18874,1704912903
Bình Minh,Binh Minh,10.0961,105.7894,Vietnam,VN,VNM,Vĩnh Long,minor,18105,1704182594
Hương Canh,Huong Canh,21.2833,105.6500,Vietnam,VN,VNM,Vĩnh Phúc,minor,16341,1704639991
Thị Trấn Ngải Giao,Thi Tran Ngai Giao,10.6406,107.2478,Vietnam,VN,VNM,Bà Rịa-Vũng Tàu,minor,16522,1704244459
Mỹ Lương,My Luong,20.8667,105.6667,Vietnam,VN,VNM,Hà Nội,,15540,1704740855
Bo,Bo,20.6736,105.5311,Vietnam,VN,VNM,Hòa Bình,minor,14401,1704407394
Hòa Thượng,Hoa Thuong,21.6472,105.8278,Vietnam,VN,VNM,Thái Nguyên,,13871,1704496519
Khe Sanh,Khe Sanh,16.6193,106.7305,Vietnam,VN,VNM,Quảng Trị,minor,13927,1704133278
Chợ Mới,Cho Moi,10.5500,105.4000,Vietnam,VN,VNM,An Giang,minor,12898,1704969130
Ba Chúc,Ba Chuc,10.5000,104.9000,Vietnam,VN,VNM,An Giang,,13122,1704637528
An Thành B,An Thanh B,10.1958,106.3314,Vietnam,VN,VNM,Bến Tre,,12968,1704953278
Chợ Lách,Cho Lach,10.2647,106.1300,Vietnam,VN,VNM,Bến Tre,minor,11836,1704967577
Ấp Phú Hải,Ap Phu Hai,11.1667,108.5667,Vietnam,VN,VNM,Bình Thuận,,12624,1704618914
An Phú,An Phu,10.8500,105.0833,Vietnam,VN,VNM,An Giang,minor,11108,1704682983
Phước Long,Phuoc Long,9.4194,105.3842,Vietnam,VN,VNM,Bạc Liêu,,11957,1704723610
Hàng Trạm,Hang Tram,20.3944,105.6222,Vietnam,VN,VNM,Hòa Bình,minor,11503,1704292651
Mương Theng,Muong Theng,21.3869,103.0156,Vietnam,VN,VNM,Điện Biên,,11740,1704017022
Xuân Trùng,Xuan Trung,21.0500,105.2833,Vietnam,VN,VNM,Phú Thọ,,11506,1704809056
Thanh Xuân,Thanh Xuan,10.2308,106.3253,Vietnam,VN,VNM,Bến Tre,,11051,1704171355
Thạnh Phú,Thanh Phu,9.9539,106.5069,Vietnam,VN,VNM,Bến Tre,minor,10331,1704975971
Tân Sơn,Tan Son,21.2600,106.2681,Vietnam,VN,VNM,Bắc Giang,,9966,1704224355
Kiến Giang,Kien Giang,17.2250,106.7917,Vietnam,VN,VNM,Quảng Bình,minor,10558,1704732074
Ngọc Sơn,Ngoc Son,21.3500,106.0000,Vietnam,VN,VNM,Bắc Giang,,9412,1704988443
Nhân Trạch,Nhan Trach,19.0500,105.5500,Vietnam,VN,VNM,Nghệ An,,9028,1704211423
Ấp Tân Ngãi,Ap Tan Ngai,10.2369,106.2878,Vietnam,VN,VNM,Bến Tre,,8887,1704372907
An Châu,An Chau,21.3333,106.8500,Vietnam,VN,VNM,Bắc Giang,minor,9416,1704328955
Sa Pa,Sa Pa,22.3356,103.8419,Vietnam,VN,VNM,Lào Cai,minor,9412,1704426002
Thị Trấn Mậu A,Thi Tran Mau A,21.8781,104.6956,Vietnam,VN,VNM,Yên Bái,,9942,1704902932
Luân Châu,Luan Chau,21.7400,103.3430,Vietnam,VN,VNM,Điện Biên,,7335,1704201464
New York,New York,40.6943,-73.9249,United States,US,USA,New York,,18972871,1840034016
Los Angeles,Los Angeles,34.1141,-118.4068,United States,US,USA,California,,12121244,1840020491
Chicago,Chicago,41.8375,-87.6866,United States,US,USA,Illinois,,8595181,1840000494
Miami,Miami,25.7840,-80.2101,United States,US,USA,Florida,,5711945,1840015149
Dallas,Dallas,32.7935,-96.7667,United States,US,USA,Texas,,5668165,1840019440
Houston,Houston,29.7860,-95.3885,United States,US,USA,Texas,,5650910,1840020925
Philadelphia,Philadelphia,40.0077,-75.1339,United States,US,USA,Pennsylvania,,5512873,1840000673
Atlanta,Atlanta,33.7628,-84.4220,United States,US,USA,Georgia,admin,5046555,1840013660
Washington,Washington,38.9047,-77.0163,United States,US,USA,District of Columbia,primary,4810669,1840006060
Boston,Boston,42.3188,-71.0852,United States,US,USA,Massachusetts,admin,4208580,1840000455
Phoenix,Phoenix,33.5722,-112.0892,United States,US,USA,Arizona,admin,4047095,1840020568
Detroit,Detroit,42.3834,-83.1024,United States,US,USA,Michigan,,3522856,1840003971
Seattle,Seattle,47.6211,-122.3244,United States,US,USA,Washington,,3438221,1840021117
San Francisco,San Francisco,37.7558,-122.4449,United States,US,USA,California,,3290197,1840021543
San Diego,San Diego,32.8313,-117.1222,United States,US,USA,California,,3084174,1840021990
Minneapolis,Minneapolis,44.9635,-93.2678,United States,US,USA,Minnesota,,2856952,1840007830
Brooklyn,Brooklyn,40.6501,-73.9496,United States,US,USA,New York,,2736074,1840034030
Tampa,Tampa,27.9945,-82.4447,United States,US,USA,Florida,,2683956,1840015982
Denver,Denver,39.7620,-104.8758,United States,US,USA,Colorado,admin,2650725,1840018789
Queens,Queens,40.7498,-73.7976,United States,US,USA,New York,,2405464,1840034002
Baltimore,Baltimore,39.3051,-76.6144,United States,US,USA,Maryland,,2205092,1840001592
Las Vegas,Las Vegas,36.2333,-115.2654,United States,US,USA,Nevada,,2150373,1840020364
St. Louis,St. Louis,38.6359,-90.2451,United States,US,USA,Missouri,,2092481,1840001651
Portland,Portland,45.5371,-122.6500,United States,US,USA,Oregon,,2036875,1840019941
Riverside,Riverside,33.9381,-117.3949,United States,US,USA,California,,2022285,1840020551
Orlando,Orlando,28.4773,-81.3370,United States,US,USA,Florida,,1927699,1840015099
Sacramento,Sacramento,38.5677,-121.4685,United States,US,USA,California,admin,1924167,1840021491
San Antonio,San Antonio,29.4632,-98.5238,United States,US,USA,Texas,,1910785,1840022220
San Jose,San Jose,37.3012,-121.8480,United States,US,USA,California,,1729879,1840021570
Pittsburgh,Pittsburgh,40.4397,-79.9763,United States,US,USA,Pennsylvania,,1720279,1840001254
Cincinnati,Cincinnati,39.1413,-84.5060,United States,US,USA,Ohio,,1712287,1840003814
Manhattan,Manhattan,40.7834,-73.9662,United States,US,USA,New York,,1694263,1840034000
Cleveland,Cleveland,41.4764,-81.6805,United States,US,USA,Ohio,,1683059,1840000596
Indianapolis,Indianapolis,39.7771,-86.1458,United States,US,USA,Indiana,admin,1659305,1840030084
Austin,Austin,30.3005,-97.7522,United States,US,USA,Texas,admin,1659251,1840019590
Kansas City,Kansas City,39.1238,-94.5541,United States,US,USA,Missouri,,1644497,1840008535
Columbus,Columbus,39.9862,-82.9855,United States,US,USA,Ohio,admin,1556848,1840003760
Charlotte,Charlotte,35.2083,-80.8303,United States,US,USA,North Carolina,,1516107,1840014557
Virginia Beach,Virginia Beach,36.7335,-76.0435,United States,US,USA,Virginia,,1500764,1840003871
Bronx,Bronx,40.8501,-73.8662,United States,US,USA,New York,,1472654,1840033999
Milwaukee,Milwaukee,43.0642,-87.9675,United States,US,USA,Wisconsin,,1340981,1840003046
Providence,Providence,41.8230,-71.4187,United States,US,USA,Rhode Island,admin,1270149,1840003289
Jacksonville,Jacksonville,30.3322,-81.6749,United States,US,USA,Florida,,1220191,1840015031
Salt Lake City,Salt Lake City,40.7776,-111.9311,United States,US,USA,Utah,admin,1135344,1840021383
Nashville,Nashville,36.1715,-86.7842,United States,US,USA,Tennessee,admin,1098486,1840036155
Raleigh,Raleigh,35.8324,-78.6429,United States,US,USA,North Carolina,admin,1062018,1840014497
Memphis,Memphis,35.1087,-89.9663,United States,US,USA,Tennessee,,1034498,1840015457
Louisville,Louisville,38.1663,-85.6485,United States,US,USA,Kentucky,,1022630,1840030815
Richmond,Richmond,37.5295,-77.4756,United States,US,USA,Virginia,admin,1008069,1840001698
Buffalo,Buffalo,42.9018,-78.8487,United States,US,USA,New York,,1004655,1840000386
Oklahoma City,Oklahoma City,35.4676,-97.5136,United States,US,USA,Oklahoma,admin,994284,1840020428
Bridgeport,Bridgeport,41.1918,-73.1954,United States,US,USA,Connecticut,,975078,1840004836
New Orleans,New Orleans,30.0687,-89.9288,United States,US,USA,Louisiana,,925443,1840001839
Fort Worth,Fort Worth,32.7817,-97.3474,United States,US,USA,Texas,,908469,1840020696
Hartford,Hartford,41.7661,-72.6834,United States,US,USA,Connecticut,admin,907046,1840004773
Tucson,Tucson,32.1541,-110.8787,United States,US,USA,Arizona,,875284,1840022101
Honolulu,Honolulu,21.3294,-157.8460,United States,US,USA,Hawaii,admin,835291,1840013305
McAllen,McAllen,26.2252,-98.2467,United States,US,USA,Texas,,809002,1840021024
Omaha,Omaha,41.2627,-96.0529,United States,US,USA,Nebraska,,806485,1840009315
El Paso,El Paso,31.8476,-106.4300,United States,US,USA,Texas,,794344,1840023252
Hempstead,Hempstead,40.6629,-73.6089,United States,US,USA,New York,,791018,1840005293
Albuquerque,Albuquerque,35.1054,-106.6465,United States,US,USA,New Mexico,,765693,1840019176
Rochester,Rochester,43.1680,-77.6162,United States,US,USA,New York,,737309,1840000373
Sarasota,Sarasota,27.3387,-82.5432,United States,US,USA,Florida,,727388,1840015988
Fresno,Fresno,36.7830,-119.7939,United States,US,USA,California,,719558,1840020319
Tulsa,Tulsa,36.1283,-95.9042,United States,US,USA,Oklahoma,,715983,1840021672
Allentown,Allentown,40.5961,-75.4756,United States,US,USA,Pennsylvania,,714136,1840001044
Dayton,Dayton,39.7805,-84.2003,United States,US,USA,Ohio,,709300,1840034249
Birmingham,Birmingham,33.5279,-86.7971,United States,US,USA,Alabama,,704676,1840006507
Charleston,Charleston,32.8168,-79.9687,United States,US,USA,South Carolina,,685517,1840015163
Cape Coral,Cape Coral,26.6443,-81.9957,United States,US,USA,Florida,,682773,1840015130
Columbia,Columbia,34.0378,-80.9036,United States,US,USA,South Carolina,admin,640502,1840014730
Concord,Concord,37.9722,-122.0016,United States,US,USA,California,,640270,1840018905
Colorado Springs,Colorado Springs,38.8674,-104.7605,United States,US,USA,Colorado,,628808,1840018825
Springfield,Springfield,42.1155,-72.5395,United States,US,USA,Massachusetts,,620494,1840000466
Knoxville,Knoxville,35.9692,-83.9496,United States,US,USA,Tennessee,,619925,1840014486
Baton Rouge,Baton Rouge,30.4420,-91.1311,United States,US,USA,Louisiana,admin,610751,1840013941
Ogden,Ogden,41.2279,-111.9682,United States,US,USA,Utah,,608259,1840020135
Grand Rapids,Grand Rapids,42.9619,-85.6562,United States,US,USA,Michigan,,604311,1840002928
Albany,Albany,42.6664,-73.7987,United States,US,USA,New York,admin,604077,1840000417
Bakersfield,Bakersfield,35.3529,-119.0359,United States,US,USA,California,,590845,1840019148
Mission Viejo,Mission Viejo,33.6096,-117.6551,United States,US,USA,California,,588540,1840020580
New Haven,New Haven,41.3113,-72.9246,United States,US,USA,Connecticut,,587648,1840004850
Worcester,Worcester,42.2705,-71.8079,United States,US,USA,Massachusetts,,573573,1840000434
Provo,Provo,40.2457,-111.6457,United States,US,USA,Utah,,551645,1840020174
Akron,Akron,41.0798,-81.5219,United States,US,USA,Ohio,,546549,1840000791
Palm Bay,Palm Bay,27.9631,-80.6593,United States,US,USA,Florida,,528322,1840015094
Des Moines,Des Moines,41.5725,-93.6105,United States,US,USA,Iowa,admin,514654,1840007069
